IB_ID,IB_DATE,IB_TIME,IB_PLATE,IB_TEMPERATURE
1007,2007-11-28,08:05:00,ub,22
1008,2007-11-28,09:05:00,ub,23.5
1009,2007-11-28,10:05:00,ub,23.5
1010,2007-11-28,11:05:00,ub,24.5
1011,2007-11-28,12:05:00,ub,25
1012,2007-11-28,13:05:00,ub,25.5
1013,2007-11-28,14:05:00,ub,25.5
1014,2007-11-28,15:05:00,ub,25.5
1015,2007-11-28,16:05:00,ub,25.5
1016,2007-11-28,17:05:00,ub,25
1017,2007-11-28,18:05:00,ub,24.5
1018,2007-11-28,19:05:00,ub,24
1019,2007-11-28,20:05:00,ub,23.5
1020,2007-11-28,21:05:00,ub,23.5
1021,2007-11-28,22:05:00,ub,23
1022,2007-11-28,23:05:00,ub,22.5
1023,2007-11-29,00:05:00,ub,22.5
1024,2007-11-29,01:05:00,ub,22
1025,2007-11-29,02:05:00,ub,22
1026,2007-11-29,03:05:00,ub,21.5
1027,2007-11-29,04:05:00,ub,21.5
1028,2007-11-29,05:05:00,ub,21.5
1029,2007-11-29,06:05:00,ub,21
1030,2007-11-29,07:05:00,ub,21
1031,2007-11-29,08:05:00,ub,21.5
1032,2007-11-29,09:05:00,ub,22
1033,2007-11-29,10:05:00,ub,22.5
1034,2007-11-29,11:05:00,ub,23
1035,2007-11-29,12:05:00,ub,23.5
1036,2007-11-29,13:05:00,ub,24
1037,2007-11-29,14:05:00,ub,24
1038,2007-11-29,15:05:00,ub,24.5
1039,2007-11-29,16:05:00,ub,24
1040,2007-11-29,17:05:00,ub,24
1041,2007-11-29,18:05:00,ub,24
1042,2007-11-29,19:05:00,ub,23.5
1043,2007-11-29,20:05:00,ub,23.5
1044,2007-11-29,21:05:00,ub,23
1045,2007-11-29,22:05:00,ub,23
1046,2007-11-29,23:05:00,ub,22.5
1047,2007-11-30,00:05:00,ub,22.5
1048,2007-11-30,01:05:00,ub,22
1049,2007-11-30,02:05:00,ub,22
1050,2007-11-30,03:05:00,ub,22
1051,2007-11-30,04:05:00,ub,22
1052,2007-11-30,05:05:00,ub,22
1053,2007-11-30,06:05:00,ub,22
1054,2007-11-30,07:05:00,ub,21.5
1055,2007-11-30,08:05:00,ub,22
1056,2007-11-30,09:05:00,ub,22.5
1057,2007-11-30,10:05:00,ub,23.5
1058,2007-11-30,11:05:00,ub,24
1059,2007-11-30,12:05:00,ub,25
1060,2007-11-30,13:05:00,ub,25.5
1061,2007-11-30,14:05:00,ub,25.5
1062,2007-11-30,15:05:00,ub,26
1063,2007-11-30,16:05:00,ub,26
1064,2007-11-30,17:05:00,ub,25.5
1065,2007-11-30,18:05:00,ub,25.5
1066,2007-11-30,19:05:00,ub,25
1067,2007-11-30,20:05:00,ub,24.5
1068,2007-11-30,21:05:00,ub,24
1069,2007-11-30,22:05:00,ub,24
1070,2007-11-30,23:05:00,ub,23.5
1071,2007-12-01,00:05:00,ub,23.5
1072,2007-12-01,01:05:00,ub,23
1073,2007-12-01,02:05:00,ub,23
1074,2007-12-01,03:05:00,ub,22.5
1075,2007-12-01,04:05:00,ub,22.5
1076,2007-12-01,05:05:00,ub,22.5
1077,2007-12-01,06:05:00,ub,22
1078,2007-12-01,07:05:00,ub,22
1079,2007-12-01,08:05:00,ub,22
1080,2007-12-01,09:05:00,ub,22.5
1081,2007-12-01,10:05:00,ub,22.5
1082,2007-12-01,11:05:00,ub,23
1083,2007-12-01,12:05:00,ub,24
1084,2007-12-01,13:05:00,ub,24.5
1085,2007-12-01,14:05:00,ub,25
1086,2007-12-01,15:05:00,ub,25
1087,2007-12-01,16:05:00,ub,25
1088,2007-12-01,17:05:00,ub,24.5
1089,2007-12-01,18:05:00,ub,24.5
1090,2007-12-01,19:05:00,ub,24
1091,2007-12-01,20:05:00,ub,23.5
1092,2007-12-01,21:05:00,ub,23.5
1093,2007-12-01,22:05:00,ub,23
1094,2007-12-01,23:05:00,ub,23
2561,2007-11-01,00:57:00,bb,26.5
2562,2007-11-01,01:57:00,bb,26
2563,2007-11-01,02:57:00,bb,25.5
2564,2007-11-01,03:57:00,bb,25
2565,2007-11-01,04:57:00,bb,24.5
2566,2007-11-01,05:57:00,bb,24
2567,2007-11-01,06:57:00,bb,24
2568,2007-11-01,07:57:00,bb,25.5
2569,2007-11-01,08:57:00,bb,27
2570,2007-11-01,09:57:00,bb,29
2571,2007-11-01,10:57:00,bb,30.5
2572,2007-11-01,11:57:00,bb,32
2573,2007-11-01,12:57:00,bb,33
2574,2007-11-01,13:57:00,bb,33.5
2575,2007-11-01,14:57:00,bb,32.5
2576,2007-11-01,15:57:00,bb,31
2577,2007-11-01,16:57:00,bb,30
2578,2007-11-01,17:57:00,bb,29
2579,2007-11-01,18:57:00,bb,28.5
2580,2007-11-01,19:57:00,bb,28
2581,2007-11-01,20:57:00,bb,27
2582,2007-11-01,21:57:00,bb,26.5
2583,2007-11-01,22:57:00,bb,26.5
2584,2007-11-01,23:57:00,bb,26
2585,2007-11-02,00:57:00,bb,25.5
2586,2007-11-02,01:57:00,bb,25.5
2587,2007-11-02,02:57:00,bb,25
2588,2007-11-02,03:57:00,bb,25
2589,2007-11-02,04:57:00,bb,24.5
2590,2007-11-02,05:57:00,bb,24.5
2591,2007-11-02,06:57:00,bb,24.5
2592,2007-11-02,07:57:00,bb,25.5
2593,2007-11-02,08:57:00,bb,27
2594,2007-11-02,09:57:00,bb,28.5
2595,2007-11-02,10:57:00,bb,30.5
2596,2007-11-02,11:57:00,bb,32.5
2597,2007-11-02,12:57:00,bb,33.5
2598,2007-11-02,13:57:00,bb,33.5
2599,2007-11-02,14:57:00,bb,32.5
2600,2007-11-02,15:57:00,bb,31.5
2601,2007-11-02,16:57:00,bb,30
2602,2007-11-02,17:57:00,bb,29
2603,2007-11-02,18:57:00,bb,28.5
2604,2007-11-02,19:57:00,bb,28
2605,2007-11-02,20:57:00,bb,27.5
2606,2007-11-02,21:57:00,bb,27
2607,2007-11-02,22:57:00,bb,27
2608,2007-11-02,23:57:00,bb,26.5
2609,2007-11-03,00:57:00,bb,26
2610,2007-11-03,01:57:00,bb,25.5
2611,2007-11-03,02:57:00,bb,25.5
2612,2007-11-03,03:57:00,bb,25
2613,2007-11-03,04:57:00,bb,24.5
2614,2007-11-03,05:57:00,bb,24.5
2615,2007-11-03,06:57:00,bb,24.5
2616,2007-11-03,07:57:00,bb,25.5
2617,2007-11-03,08:57:00,bb,27
2618,2007-11-03,09:57:00,bb,29
2619,2007-11-03,10:57:00,bb,30.5
2620,2007-11-03,11:57:00,bb,32.5
2621,2007-11-03,12:57:00,bb,32.5
2622,2007-11-03,13:57:00,bb,33
2623,2007-11-03,14:57:00,bb,32
2624,2007-11-03,15:57:00,bb,31
2625,2007-11-03,16:57:00,bb,29.5
2626,2007-11-03,17:57:00,bb,29
2627,2007-11-03,18:57:00,bb,28
2628,2007-11-03,19:57:00,bb,27.5
2629,2007-11-03,20:57:00,bb,27
2630,2007-11-03,21:57:00,bb,26.5
2631,2007-11-03,22:57:00,bb,26
2632,2007-11-03,23:57:00,bb,25.5
2633,2007-11-04,00:57:00,bb,26
2634,2007-11-04,01:57:00,bb,25.5
2635,2007-11-04,02:57:00,bb,25
2636,2007-11-04,03:57:00,bb,24.5
2637,2007-11-04,04:57:00,bb,24.5
2638,2007-11-04,05:57:00,bb,24
2639,2007-11-04,06:57:00,bb,24.5
2640,2007-11-04,07:57:00,bb,25.5
2641,2007-11-04,08:57:00,bb,27
2642,2007-11-04,09:57:00,bb,28.5
2643,2007-11-04,10:57:00,bb,30.5
2644,2007-11-04,11:57:00,bb,32
2645,2007-11-04,12:57:00,bb,33
2646,2007-11-04,13:57:00,bb,33.5
2647,2007-11-04,14:57:00,bb,32
2648,2007-11-04,15:57:00,bb,31
2649,2007-11-04,16:57:00,bb,29.5
2650,2007-11-04,17:57:00,bb,29
2651,2007-11-04,18:57:00,bb,28
2652,2007-11-04,19:57:00,bb,27.5
2653,2007-11-04,20:57:00,bb,26.5
2654,2007-11-04,21:57:00,bb,26
2655,2007-11-04,22:57:00,bb,25.5
2656,2007-11-04,23:57:00,bb,25
2657,2007-11-05,00:57:00,bb,25
2658,2007-11-05,01:57:00,bb,24.5
2659,2007-11-05,02:57:00,bb,24.5
2660,2007-11-05,03:57:00,bb,24
2661,2007-11-05,04:57:00,bb,23.5
2662,2007-11-05,05:57:00,bb,23
2663,2007-11-05,06:57:00,bb,23
2664,2007-11-05,07:57:00,bb,24
2665,2007-11-05,08:57:00,bb,26
2666,2007-11-05,09:57:00,bb,28
2667,2007-11-05,10:57:00,bb,29.5
2668,2007-11-05,11:57:00,bb,31.5
2669,2007-11-05,12:57:00,bb,33
2670,2007-11-05,13:57:00,bb,33
2671,2007-11-05,14:57:00,bb,32
2672,2007-11-05,15:57:00,bb,31
2673,2007-11-05,16:57:00,bb,30
2674,2007-11-05,17:57:00,bb,29
2675,2007-11-05,18:57:00,bb,28
2676,2007-11-05,19:57:00,bb,27.5
2677,2007-11-05,20:57:00,bb,27
2678,2007-11-05,21:57:00,bb,26.5
2679,2007-11-05,22:57:00,bb,26
2680,2007-11-05,23:57:00,bb,25.5
2681,2007-11-06,00:57:00,bb,25
2682,2007-11-06,01:57:00,bb,25
2683,2007-11-06,02:57:00,bb,24.5
2684,2007-11-06,03:57:00,bb,24
2685,2007-11-06,04:57:00,bb,23.5
2686,2007-11-06,05:57:00,bb,23.5
2687,2007-11-06,06:57:00,bb,23.5
2688,2007-11-06,07:57:00,bb,24
2689,2007-11-06,08:57:00,bb,26
2690,2007-11-06,09:57:00,bb,28
2691,2007-11-06,10:57:00,bb,29.5
2692,2007-11-06,11:57:00,bb,31.5
2693,2007-11-06,12:57:00,bb,32.5
2694,2007-11-06,13:57:00,bb,33.5
2695,2007-11-06,14:57:00,bb,32
2696,2007-11-06,15:57:00,bb,31
2697,2007-11-06,16:57:00,bb,29.5
2698,2007-11-06,17:57:00,bb,28.5
2699,2007-11-06,18:57:00,bb,28
2700,2007-11-06,19:57:00,bb,27
2701,2007-11-06,20:57:00,bb,26.5
2702,2007-11-06,21:57:00,bb,26.5
2703,2007-11-06,22:57:00,bb,26
2704,2007-11-06,23:57:00,bb,25.5
2705,2007-11-07,00:57:00,bb,25.5
2706,2007-11-07,01:57:00,bb,25
2707,2007-11-07,02:57:00,bb,24.5
2708,2007-11-07,03:57:00,bb,24.5
2709,2007-11-07,04:57:00,bb,24.5
2710,2007-11-07,05:57:00,bb,24.5
2711,2007-11-07,06:57:00,bb,25
2712,2007-11-07,07:57:00,bb,26
2713,2007-11-07,08:57:00,bb,27.5
2714,2007-11-07,09:57:00,bb,29
2715,2007-11-07,10:57:00,bb,30
2716,2007-11-07,11:57:00,bb,32.5
2717,2007-11-07,12:57:00,bb,34
2718,2007-11-07,13:57:00,bb,34
2719,2007-11-07,14:57:00,bb,33
2720,2007-11-07,15:57:00,bb,31.5
2721,2007-11-07,16:57:00,bb,30
2722,2007-11-07,17:57:00,bb,29
2723,2007-11-07,18:57:00,bb,28
2724,2007-11-07,19:57:00,bb,27.5
2725,2007-11-07,20:57:00,bb,27
2726,2007-11-07,21:57:00,bb,27
2727,2007-11-07,22:57:00,bb,26.5
2728,2007-11-07,23:57:00,bb,26
2729,2007-11-08,00:57:00,bb,25.5
2730,2007-11-08,01:57:00,bb,25.5
2731,2007-11-08,02:57:00,bb,25.5
2732,2007-11-08,03:57:00,bb,25
2733,2007-11-08,04:57:00,bb,24.5
2734,2007-11-08,05:57:00,bb,24
2735,2007-11-08,06:57:00,bb,24.5
2736,2007-11-08,07:57:00,bb,24.5
2737,2007-11-08,08:57:00,bb,26
2738,2007-11-08,09:57:00,bb,28
2739,2007-11-08,10:57:00,bb,30
2740,2007-11-08,11:57:00,bb,31.5
2741,2007-11-08,12:57:00,bb,32.5
2742,2007-11-08,13:57:00,bb,32.5
2743,2007-11-08,14:57:00,bb,31.5
2744,2007-11-08,15:57:00,bb,30
2745,2007-11-08,16:57:00,bb,29
2746,2007-11-08,17:57:00,bb,28.5
2747,2007-11-08,18:57:00,bb,28
2748,2007-11-08,19:57:00,bb,27
2749,2007-11-08,20:57:00,bb,26.5
2750,2007-11-08,21:57:00,bb,26
2751,2007-11-08,22:57:00,bb,25.5
2752,2007-11-08,23:57:00,bb,25
2753,2007-11-09,00:57:00,bb,24.5
2754,2007-11-09,01:57:00,bb,24
2755,2007-11-09,02:57:00,bb,24.5
2756,2007-11-09,03:57:00,bb,24.5
2757,2007-11-09,04:57:00,bb,24
2758,2007-11-09,05:57:00,bb,23.5
2759,2007-11-09,06:57:00,bb,23
2760,2007-11-09,07:57:00,bb,23.5
2761,2007-11-09,08:57:00,bb,25
2762,2007-11-09,09:57:00,bb,27
2763,2007-11-09,10:57:00,bb,28.5
2764,2007-11-09,11:57:00,bb,30.5
2765,2007-11-09,12:57:00,bb,31.5
2766,2007-11-09,13:57:00,bb,31.5
2767,2007-11-09,14:57:00,bb,30.5
2768,2007-11-09,15:57:00,bb,29
2769,2007-11-09,16:57:00,bb,28
2770,2007-11-09,17:57:00,bb,27
2771,2007-11-09,18:57:00,bb,27
2772,2007-11-09,19:57:00,bb,26.5
2773,2007-11-09,20:57:00,bb,26.5
2774,2007-11-09,21:57:00,bb,26.5
2775,2007-11-09,22:57:00,bb,26
2776,2007-11-09,23:57:00,bb,25.5
2777,2007-11-10,00:57:00,bb,25.5
2778,2007-11-10,01:57:00,bb,25.5
2779,2007-11-10,02:57:00,bb,25
2780,2007-11-10,03:57:00,bb,25
2781,2007-11-10,04:57:00,bb,24.5
2782,2007-11-10,05:57:00,bb,24
2783,2007-11-10,06:57:00,bb,24
2784,2007-11-10,07:57:00,bb,24.5
2785,2007-11-10,08:57:00,bb,26
2786,2007-11-10,09:57:00,bb,28
2787,2007-11-10,10:57:00,bb,29.5
2788,2007-11-10,11:57:00,bb,31
2789,2007-11-10,12:57:00,bb,32
2790,2007-11-10,13:57:00,bb,32
2791,2007-11-10,14:57:00,bb,30.5
2792,2007-11-10,15:57:00,bb,29.5
2793,2007-11-10,16:57:00,bb,28
2794,2007-11-10,17:57:00,bb,27.5
2795,2007-11-10,18:57:00,bb,27
2796,2007-11-10,19:57:00,bb,26
2797,2007-11-10,20:57:00,bb,26
2798,2007-11-10,21:57:00,bb,25.5
2799,2007-11-10,22:57:00,bb,25.5
2800,2007-11-10,23:57:00,bb,25
2801,2007-11-11,00:57:00,bb,24
2802,2007-11-11,01:57:00,bb,23.5
2803,2007-11-11,02:57:00,bb,23
2804,2007-11-11,03:57:00,bb,23
2805,2007-11-11,04:57:00,bb,22.5
2806,2007-11-11,05:57:00,bb,22.5
2807,2007-11-11,06:57:00,bb,22.5
2808,2007-11-11,07:57:00,bb,23
2809,2007-11-11,08:57:00,bb,24.5
2810,2007-11-11,09:57:00,bb,26.5
2811,2007-11-11,10:57:00,bb,28.5
2812,2007-11-11,11:57:00,bb,30
2813,2007-11-11,12:57:00,bb,31
2814,2007-11-11,13:57:00,bb,30.5
2815,2007-11-11,14:57:00,bb,30
2816,2007-11-11,15:57:00,bb,29
2817,2007-11-11,16:57:00,bb,28.5
2818,2007-11-11,17:57:00,bb,27.5
2819,2007-11-11,18:57:00,bb,27
2820,2007-11-11,19:57:00,bb,26.5
2821,2007-11-11,20:57:00,bb,23.5
2822,2007-11-11,21:57:00,bb,24
2823,2007-11-11,22:57:00,bb,24.5
2824,2007-11-11,23:57:00,bb,24
2825,2007-11-12,00:57:00,bb,23.5
2826,2007-11-12,01:57:00,bb,23
2827,2007-11-12,02:57:00,bb,23
2828,2007-11-12,03:57:00,bb,23
2829,2007-11-12,04:57:00,bb,22.5
2830,2007-11-12,05:57:00,bb,22.5
2831,2007-11-12,06:57:00,bb,22
2832,2007-11-12,07:57:00,bb,23
2833,2007-11-12,08:57:00,bb,24.5
2834,2007-11-12,09:57:00,bb,26
2835,2007-11-12,10:57:00,bb,27.5
2836,2007-11-12,11:57:00,bb,29
2837,2007-11-12,12:57:00,bb,30
2838,2007-11-12,13:57:00,bb,30
2839,2007-11-12,14:57:00,bb,28.5
2840,2007-11-12,15:57:00,bb,27.5
2841,2007-11-12,16:57:00,bb,26.5
2842,2007-11-12,17:57:00,bb,25.5
2843,2007-11-12,18:57:00,bb,25.5
2844,2007-11-12,19:57:00,bb,25
2845,2007-11-12,20:57:00,bb,24.5
2846,2007-11-12,21:57:00,bb,24
2847,2007-11-12,22:57:00,bb,23.5
2848,2007-11-12,23:57:00,bb,23
2849,2007-11-13,00:57:00,bb,23
2850,2007-11-13,01:57:00,bb,22.5
2851,2007-11-13,02:57:00,bb,22
2852,2007-11-13,03:57:00,bb,21.5
2853,2007-11-13,04:57:00,bb,21.5
2854,2007-11-13,05:57:00,bb,21
2855,2007-11-13,06:57:00,bb,21
2856,2007-11-13,07:57:00,bb,22
2857,2007-11-13,08:57:00,bb,23.5
2858,2007-11-13,09:57:00,bb,25
2859,2007-11-13,10:57:00,bb,26.5
2860,2007-11-13,11:57:00,bb,28.5
2861,2007-11-13,12:57:00,bb,29
2862,2007-11-13,13:57:00,bb,29.5
2863,2007-11-13,14:57:00,bb,28.5
2864,2007-11-13,15:57:00,bb,27.5
2865,2007-11-13,16:57:00,bb,26
2866,2007-11-13,17:57:00,bb,26
2867,2007-11-13,18:57:00,bb,25.5
2868,2007-11-13,19:57:00,bb,25
2869,2007-11-13,20:57:00,bb,24.5
2870,2007-11-13,21:57:00,bb,24
2871,2007-11-13,22:57:00,bb,23.5
2872,2007-11-13,23:57:00,bb,23
2873,2007-11-14,00:57:00,bb,23
2874,2007-11-14,01:57:00,bb,22.5
2875,2007-11-14,02:57:00,bb,23
2876,2007-11-14,03:57:00,bb,23
2877,2007-11-14,04:57:00,bb,22
2878,2007-11-14,05:57:00,bb,22
2879,2007-11-14,06:57:00,bb,21.5
2880,2007-11-14,07:57:00,bb,22
2881,2007-11-14,08:57:00,bb,23.5
2882,2007-11-14,09:57:00,bb,25.5
2883,2007-11-14,10:57:00,bb,27
2884,2007-11-14,11:57:00,bb,28.5
2885,2007-11-14,12:57:00,bb,29
2886,2007-11-14,13:57:00,bb,29
2887,2007-11-14,14:57:00,bb,28
2888,2007-11-14,15:57:00,bb,27
2889,2007-11-14,16:57:00,bb,26
2890,2007-11-14,17:57:00,bb,25
2891,2007-11-14,18:57:00,bb,25
2892,2007-11-14,19:57:00,bb,25
2893,2007-11-14,20:57:00,bb,25
2894,2007-11-14,21:57:00,bb,24
2895,2007-11-14,22:57:00,bb,23.5
2896,2007-11-14,23:57:00,bb,23.5
2897,2007-11-15,00:57:00,bb,23
2898,2007-11-15,01:57:00,bb,22.5
2899,2007-11-15,02:57:00,bb,22
2900,2007-11-15,03:57:00,bb,22
2901,2007-11-15,04:57:00,bb,21.5
2902,2007-11-15,05:57:00,bb,21.5
2903,2007-11-15,06:57:00,bb,21
2904,2007-11-15,07:57:00,bb,21.5
2905,2007-11-15,08:57:00,bb,23.5
2906,2007-11-15,09:57:00,bb,25.5
2907,2007-11-15,10:57:00,bb,26.5
2908,2007-11-15,11:57:00,bb,28
2909,2007-11-15,12:57:00,bb,29
2910,2007-11-15,13:57:00,bb,29.5
2911,2007-11-15,14:57:00,bb,28.5
2912,2007-11-15,15:57:00,bb,27.5
2913,2007-11-15,16:57:00,bb,26.5
2914,2007-11-15,17:57:00,bb,25.5
2915,2007-11-15,18:57:00,bb,25
2916,2007-11-15,19:57:00,bb,24.5
2917,2007-11-15,20:57:00,bb,24
2918,2007-11-15,21:57:00,bb,24
2919,2007-11-15,22:57:00,bb,23.5
2920,2007-11-15,23:57:00,bb,23
2921,2007-11-16,00:57:00,bb,22.5
2922,2007-11-16,01:57:00,bb,22.5
2923,2007-11-16,02:57:00,bb,22
2924,2007-11-16,03:57:00,bb,22
2925,2007-11-16,04:57:00,bb,22
2926,2007-11-16,05:57:00,bb,22
2927,2007-11-16,06:57:00,bb,21.5
2928,2007-11-16,07:57:00,bb,22.5
2929,2007-11-16,08:57:00,bb,23.5
2930,2007-11-16,09:57:00,bb,25
2931,2007-11-16,10:57:00,bb,26
2932,2007-11-16,11:57:00,bb,27.5
2933,2007-11-16,12:57:00,bb,29
2934,2007-11-16,13:57:00,bb,29
2935,2007-11-16,14:57:00,bb,28
2936,2007-11-16,15:57:00,bb,27
2937,2007-11-16,16:57:00,bb,26
2938,2007-11-16,17:57:00,bb,25
2939,2007-11-16,18:57:00,bb,24.5
2940,2007-11-16,19:57:00,bb,24
2941,2007-11-16,20:57:00,bb,23.5
2942,2007-11-16,21:57:00,bb,23
2943,2007-11-16,22:57:00,bb,22.5
2944,2007-11-16,23:57:00,bb,22
2945,2007-11-17,00:57:00,bb,22
2946,2007-11-17,01:57:00,bb,21.5
2947,2007-11-17,02:57:00,bb,21.5
2948,2007-11-17,03:57:00,bb,21.5
2949,2007-11-17,04:57:00,bb,21.5
2950,2007-11-17,05:57:00,bb,21
2951,2007-11-17,06:57:00,bb,21
2952,2007-11-17,07:57:00,bb,21.5
2953,2007-11-17,08:57:00,bb,23
2954,2007-11-17,09:57:00,bb,24.5
2955,2007-11-17,10:57:00,bb,26
2956,2007-11-17,11:57:00,bb,27.5
2957,2007-11-17,12:57:00,bb,28.5
2958,2007-11-17,13:57:00,bb,28.5
2959,2007-11-17,14:57:00,bb,27.5
2960,2007-11-17,15:57:00,bb,27
2961,2007-11-17,16:57:00,bb,26
2962,2007-11-17,17:57:00,bb,25
2963,2007-11-17,18:57:00,bb,24
2964,2007-11-17,19:57:00,bb,23.5
2965,2007-11-17,20:57:00,bb,23
2966,2007-11-17,21:57:00,bb,22.5
2967,2007-11-17,22:57:00,bb,22.5
2968,2007-11-17,23:57:00,bb,22
2969,2007-11-18,00:57:00,bb,21.5
2970,2007-11-18,01:57:00,bb,21.5
2971,2007-11-18,02:57:00,bb,21.5
2972,2007-11-18,03:57:00,bb,21
2973,2007-11-18,04:57:00,bb,20.5
2974,2007-11-18,05:57:00,bb,20.5
2975,2007-11-18,06:57:00,bb,20.5
2976,2007-11-18,07:57:00,bb,21
2977,2007-11-18,08:57:00,bb,22.5
2978,2007-11-18,09:57:00,bb,24
2979,2007-11-18,10:57:00,bb,25.5
2980,2007-11-18,11:57:00,bb,27
2981,2007-11-18,12:57:00,bb,28.5
2982,2007-11-18,13:57:00,bb,28.5
2983,2007-11-18,14:57:00,bb,28
2984,2007-11-18,15:57:00,bb,26.5
2985,2007-11-18,16:57:00,bb,25.5
2986,2007-11-18,17:57:00,bb,25
2987,2007-11-18,18:57:00,bb,24.5
2988,2007-11-18,19:57:00,bb,24
2989,2007-11-18,20:57:00,bb,23.5
2990,2007-11-18,21:57:00,bb,23
2991,2007-11-18,22:57:00,bb,22.5
2992,2007-11-18,23:57:00,bb,22
2993,2007-11-19,00:57:00,bb,22
2994,2007-11-19,01:57:00,bb,22
2995,2007-11-19,02:57:00,bb,21.5
2996,2007-11-19,03:57:00,bb,21.5
2997,2007-11-19,04:57:00,bb,21.5
2998,2007-11-19,05:57:00,bb,21
2999,2007-11-19,06:57:00,bb,21.5
3000,2007-11-19,07:57:00,bb,22
3001,2007-11-19,08:57:00,bb,23.5
3002,2007-11-19,09:57:00,bb,24.5
3003,2007-11-19,10:57:00,bb,25.5
3004,2007-11-19,11:57:00,bb,27.5
3005,2007-11-19,12:57:00,bb,28
3006,2007-11-19,13:57:00,bb,27.5
3007,2007-11-19,14:57:00,bb,27
3008,2007-11-19,15:57:00,bb,26
3009,2007-11-19,16:57:00,bb,25.5
3010,2007-11-19,17:57:00,bb,25
3011,2007-11-19,18:57:00,bb,24.5
3012,2007-11-19,19:57:00,bb,24
3013,2007-11-19,20:57:00,bb,23.5
3014,2007-11-19,21:57:00,bb,23
3015,2007-11-19,22:57:00,bb,23.5
3016,2007-11-19,23:57:00,bb,22.5
3017,2007-11-20,00:57:00,bb,22.5
3018,2007-11-20,01:57:00,bb,22
3019,2007-11-20,02:57:00,bb,21.5
3020,2007-11-20,03:57:00,bb,21.5
3021,2007-11-20,04:57:00,bb,21
3022,2007-11-20,05:57:00,bb,21
3023,2007-11-20,06:57:00,bb,21
3024,2007-11-20,07:57:00,bb,21.5
3025,2007-11-20,08:57:00,bb,23
3026,2007-11-20,09:57:00,bb,24.5
3027,2007-11-20,10:57:00,bb,26
3028,2007-11-20,11:57:00,bb,27.5
3029,2007-11-20,12:57:00,bb,28.5
3030,2007-11-20,13:57:00,bb,28.5
3031,2007-11-20,14:57:00,bb,27.5
3032,2007-11-20,15:57:00,bb,26.5
3033,2007-11-20,16:57:00,bb,25.5
3034,2007-11-20,17:57:00,bb,25
3035,2007-11-20,18:57:00,bb,24
3036,2007-11-20,19:57:00,bb,23.5
3037,2007-11-20,20:57:00,bb,23
3038,2007-11-20,21:57:00,bb,23
3039,2007-11-20,22:57:00,bb,22.5
3040,2007-11-20,23:57:00,bb,22.5
3041,2007-11-21,00:57:00,bb,22
3042,2007-11-21,01:57:00,bb,22
3043,2007-11-21,02:57:00,bb,21.5
3044,2007-11-21,03:57:00,bb,21
3045,2007-11-21,04:57:00,bb,21
3046,2007-11-21,05:57:00,bb,20.5
3047,2007-11-21,06:57:00,bb,20
3048,2007-11-21,07:57:00,bb,21
3049,2007-11-21,08:57:00,bb,22
3050,2007-11-21,09:57:00,bb,24.5
3051,2007-11-21,10:57:00,bb,26
3052,2007-11-21,11:57:00,bb,27.5
3053,2007-11-21,12:57:00,bb,28
3054,2007-11-21,13:57:00,bb,28
3055,2007-11-21,14:57:00,bb,27
3056,2007-11-21,15:57:00,bb,27
3057,2007-11-21,16:57:00,bb,25.5
3058,2007-11-21,17:57:00,bb,25
3059,2007-11-21,18:57:00,bb,24
3060,2007-11-21,19:57:00,bb,23.5
3061,2007-11-21,20:57:00,bb,22.5
3062,2007-11-21,21:57:00,bb,22
3063,2007-11-21,22:57:00,bb,22
3064,2007-11-21,23:57:00,bb,21.5
3065,2007-11-22,00:57:00,bb,21
3066,2007-11-22,01:57:00,bb,21
3067,2007-11-22,02:57:00,bb,21
3068,2007-11-22,03:57:00,bb,21
3069,2007-11-22,04:57:00,bb,19.5
3070,2007-11-22,05:57:00,bb,17.5
3071,2007-11-22,06:57:00,bb,18
3072,2007-11-22,07:57:00,bb,19
3073,2007-11-22,08:57:00,bb,20
3074,2007-11-22,09:57:00,bb,21
3075,2007-11-22,10:57:00,bb,22
3076,2007-11-22,11:57:00,bb,23
3077,2007-11-22,12:57:00,bb,23.5
3078,2007-11-22,13:57:00,bb,23.5
3079,2007-11-22,14:57:00,bb,23
3080,2007-11-22,15:57:00,bb,23
3081,2007-11-22,16:57:00,bb,22
3082,2007-11-22,17:57:00,bb,22
3083,2007-11-22,18:57:00,bb,21.5
3084,2007-11-22,19:57:00,bb,21
3085,2007-11-22,20:57:00,bb,20.5
3086,2007-11-22,21:57:00,bb,20.5
3087,2007-11-22,22:57:00,bb,21
3088,2007-11-22,23:57:00,bb,20.5
3089,2007-11-23,00:57:00,bb,20
3090,2007-11-23,01:57:00,bb,20
3091,2007-11-23,02:57:00,bb,19.5
3092,2007-11-23,03:57:00,bb,19.5
3093,2007-11-23,04:57:00,bb,19
3094,2007-11-23,05:57:00,bb,19
3095,2007-11-23,06:57:00,bb,18.5
3096,2007-11-23,07:57:00,bb,19.5
3097,2007-11-23,08:57:00,bb,20.5
3098,2007-11-23,09:57:00,bb,22
3099,2007-11-23,10:57:00,bb,23.5
3100,2007-11-23,11:57:00,bb,25
3101,2007-11-23,12:57:00,bb,26.5
3102,2007-11-23,13:57:00,bb,26
3103,2007-11-23,14:57:00,bb,25
3104,2007-11-23,15:57:00,bb,24
3105,2007-11-23,16:57:00,bb,23
3106,2007-11-23,17:57:00,bb,22.5
3107,2007-11-23,18:57:00,bb,22
