PT_ID,PT_DATE,PT_TIME,PT_TAG,PT_PLATE,PT_ENCLOSURE,PT_TA,PT_TB,PT_IB_ID,PT_CT_ID
17395,2007-11-09,00:50:14,2651,bb,4,0,0,NULL,NULL
17396,2007-11-09,00:50:24,2651,bb,4,0,0,NULL,NULL
17397,2007-11-09,00:50:34,2651,bb,4,0,0,NULL,NULL
17398,2007-11-09,01:02:09,2651,bb,4,0,0,NULL,NULL
17399,2007-11-09,01:02:19,2651,bb,4,0,0,NULL,NULL
17400,2007-11-09,01:02:29,2651,bb,4,0,0,NULL,NULL
17401,2007-11-09,01:02:39,2651,bb,4,0,0,NULL,NULL
17402,2007-11-09,01:02:49,2651,bb,4,0,0,NULL,NULL
17403,2007-11-09,01:07:36,2651,bb,4,0,0,NULL,NULL
17404,2007-11-09,01:07:46,2651,bb,4,0,0,NULL,NULL
17405,2007-11-09,01:07:56,2651,bb,4,0,0,NULL,NULL
17406,2007-11-09,01:08:06,2651,bb,4,0,0,NULL,NULL
17407,2007-11-09,01:08:16,2651,bb,4,0,0,NULL,NULL
17408,2007-11-09,01:08:26,2651,bb,4,0,0,NULL,NULL
17409,2007-11-09,01:08:36,2651,bb,4,0,0,NULL,NULL
17410,2007-11-09,01:08:46,2651,bb,4,0,0,NULL,NULL
17411,2007-11-09,01:08:56,2651,bb,4,0,0,NULL,NULL
17412,2007-11-09,01:09:06,2651,bb,4,0,0,NULL,NULL
17413,2007-11-09,01:09:16,2651,bb,4,0,0,NULL,NULL
17414,2007-11-09,01:09:26,2651,bb,4,0,0,NULL,NULL
17415,2007-11-09,01:09:36,2651,bb,4,0,0,NULL,NULL
17416,2007-11-09,01:09:46,2651,bb,4,0,0,NULL,NULL
17417,2007-11-09,01:24:53,2651,bb,4,0,0,NULL,NULL
17418,2007-11-09,01:25:03,2651,bb,4,0,0,NULL,NULL
17419,2007-11-09,01:25:13,2651,bb,4,0,0,NULL,NULL
17420,2007-11-09,01:25:23,2651,bb,4,0,0,NULL,NULL
17421,2007-11-09,01:25:43,2651,bb,4,0,0,NULL,NULL
17422,2007-11-09,03:40:04,2651,bb,4,0,0,NULL,NULL
17423,2007-11-09,03:40:14,2651,bb,4,0,0,NULL,NULL
17424,2007-11-09,03:40:24,2651,bb,4,0,0,NULL,NULL
17425,2007-11-09,03:40:34,2651,bb,4,0,0,NULL,NULL
17426,2007-11-09,04:35:47,2651,bb,4,0,0,NULL,NULL
17427,2007-11-09,04:35:57,2651,bb,4,0,0,NULL,NULL
17428,2007-11-09,04:36:07,2651,bb,4,0,0,NULL,NULL
17429,2007-11-09,04:37:03,2651,bb,4,0,0,NULL,NULL
17430,2007-11-09,04:37:13,2651,bb,4,0,0,NULL,NULL
17431,2007-11-09,04:40:00,2651,bb,4,0,0,NULL,NULL
17432,2007-11-09,04:46:03,2651,bb,4,0,0,NULL,NULL
17433,2007-11-09,04:46:14,2651,bb,4,0,0,NULL,NULL
17434,2007-11-09,04:46:34,2651,bb,4,0,0,NULL,NULL
17435,2007-11-09,04:46:44,2651,bb,4,0,0,NULL,NULL
17436,2007-11-09,04:47:14,2651,bb,4,0,0,NULL,NULL
17437,2007-11-09,04:47:30,2651,bb,4,0,0,NULL,NULL
17438,2007-11-09,04:47:40,2651,bb,4,0,0,NULL,NULL
17439,2007-11-09,04:47:50,2651,bb,4,0,0,NULL,NULL
17440,2007-11-09,04:48:00,2651,bb,4,0,0,NULL,NULL
17441,2007-11-09,15:29:12,2651,bb,4,0,0,NULL,NULL
17442,2007-11-09,15:29:22,2651,bb,4,0,0,NULL,NULL
17443,2007-11-09,16:48:45,2651,bb,4,0,0,NULL,NULL
17444,2007-11-09,16:49:04,2651,bb,4,0,0,NULL,NULL
17445,2007-11-09,16:49:26,2651,bb,4,0,0,NULL,NULL
17446,2007-11-09,16:49:36,2651,bb,4,0,0,NULL,NULL
17447,2007-11-09,16:54:47,2651,bb,4,0,0,NULL,NULL
17448,2007-11-09,16:58:44,2651,bb,4,0,0,NULL,NULL
17449,2007-11-09,17:01:07,2651,bb,4,0,0,NULL,NULL
17450,2007-11-09,17:01:17,2651,bb,4,0,0,NULL,NULL
17451,2007-11-09,17:01:30,2651,bb,4,0,0,NULL,NULL
17452,2007-11-09,17:01:41,2651,bb,4,0,0,NULL,NULL
17453,2007-11-09,17:15:06,2651,bb,4,0,0,NULL,NULL
17454,2007-11-09,17:15:16,2651,bb,4,0,0,NULL,NULL
17455,2007-11-09,17:21:57,2651,bb,4,0,0,NULL,NULL
17456,2007-11-09,17:22:07,2651,bb,4,0,0,NULL,NULL
17457,2007-11-09,17:22:19,2651,bb,4,0,0,NULL,NULL
17458,2007-11-09,17:22:30,2651,bb,4,0,0,NULL,NULL
17459,2007-11-09,17:22:41,2651,bb,4,0,0,NULL,NULL
17460,2007-11-09,17:23:45,2651,bb,4,0,0,NULL,NULL
17461,2007-11-09,17:23:55,2651,bb,4,0,0,NULL,NULL
17462,2007-11-09,17:26:32,2651,bb,4,0,0,NULL,NULL
17463,2007-11-09,17:26:47,2651,bb,4,0,0,NULL,NULL
17464,2007-11-09,17:26:57,2651,bb,4,0,0,NULL,NULL
17465,2007-11-09,17:27:07,2651,bb,4,0,0,NULL,NULL
17466,2007-11-09,17:27:17,2651,bb,4,0,0,NULL,NULL
17467,2007-11-09,17:27:27,2651,bb,4,0,0,NULL,NULL
17468,2007-11-09,17:27:37,2651,bb,4,0,0,NULL,NULL
17469,2007-11-09,17:27:47,2651,bb,4,0,0,NULL,NULL
17470,2007-11-09,17:27:59,2651,bb,4,0,0,NULL,NULL
17471,2007-11-09,17:28:09,2651,bb,4,0,0,NULL,NULL
17472,2007-11-09,17:28:20,2651,bb,4,0,0,NULL,NULL
17473,2007-11-09,17:31:05,2651,bb,4,0,0,NULL,NULL
17474,2007-11-09,17:31:15,2651,bb,4,0,0,NULL,NULL
17475,2007-11-09,17:31:25,2651,bb,4,0,0,NULL,NULL
17476,2007-11-09,17:31:35,2651,bb,4,0,0,NULL,NULL
17477,2007-11-09,17:34:32,2651,bb,4,0,0,NULL,NULL
17478,2007-11-09,17:34:42,2651,bb,4,0,0,NULL,NULL
17479,2007-11-09,17:34:52,2651,bb,4,0,0,NULL,NULL
17480,2007-11-09,17:35:09,2651,bb,4,0,0,NULL,NULL
17481,2007-11-09,17:35:19,2651,bb,4,0,0,NULL,NULL
17482,2007-11-09,17:35:29,2651,bb,4,0,0,NULL,NULL
17483,2007-11-09,17:35:50,2651,bb,4,0,0,NULL,NULL
17484,2007-11-09,17:36:00,2651,bb,4,0,0,NULL,NULL
17485,2007-11-09,17:36:10,2651,bb,4,0,0,NULL,NULL
17486,2007-11-09,17:36:20,2651,bb,4,0,0,NULL,NULL
17487,2007-11-09,17:36:30,2651,bb,4,0,0,NULL,NULL
17488,2007-11-09,17:36:40,2651,bb,4,0,0,NULL,NULL
17489,2007-11-09,17:41:51,2651,bb,4,0,0,NULL,NULL
17490,2007-11-09,17:42:01,2651,bb,4,0,0,NULL,NULL
17491,2007-11-09,17:42:11,2651,bb,4,0,0,NULL,NULL
17492,2007-11-09,17:42:21,2651,bb,4,0,0,NULL,NULL
17493,2007-11-09,17:42:31,2651,bb,4,0,0,NULL,NULL
17494,2007-11-09,17:42:41,2651,bb,4,0,0,NULL,NULL
17495,2007-11-09,17:42:51,2651,bb,4,0,0,NULL,NULL
17496,2007-11-09,17:43:01,2651,bb,4,0,0,NULL,NULL
17497,2007-11-09,17:43:12,2651,bb,4,0,0,NULL,NULL
17498,2007-11-09,17:43:24,2651,bb,4,0,0,NULL,NULL
17499,2007-11-09,17:43:38,2651,bb,4,0,0,NULL,NULL
17500,2007-11-09,17:43:48,2651,bb,4,0,0,NULL,NULL
17501,2007-11-09,17:45:47,2651,bb,4,0,0,NULL,NULL
17502,2007-11-09,17:45:57,2651,bb,4,0,0,NULL,NULL
17503,2007-11-09,17:46:07,2651,bb,4,0,0,NULL,NULL
17504,2007-11-09,17:46:22,2651,bb,4,0,0,NULL,NULL
17505,2007-11-09,17:46:32,2651,bb,4,0,0,NULL,NULL
17506,2007-11-09,17:46:42,2651,bb,4,0,0,NULL,NULL
17507,2007-11-09,17:46:52,2651,bb,4,0,0,NULL,NULL
17508,2007-11-09,17:47:05,2651,bb,4,0,0,NULL,NULL
17509,2007-11-09,18:01:26,2651,bb,4,0,0,NULL,NULL
17510,2007-11-09,18:01:36,2651,bb,4,0,0,NULL,NULL
17511,2007-11-09,18:01:46,2651,bb,4,0,0,NULL,NULL
17512,2007-11-09,18:01:56,2651,bb,4,0,0,NULL,NULL
17513,2007-11-09,18:02:06,2651,bb,4,0,0,NULL,NULL
17514,2007-11-09,18:22:52,2651,bb,4,0,0,NULL,NULL
17515,2007-11-09,18:23:02,2651,bb,4,0,0,NULL,NULL
17516,2007-11-09,18:23:12,2651,bb,4,0,0,NULL,NULL
17517,2007-11-09,18:28:08,2651,bb,4,0,0,NULL,NULL
17518,2007-11-09,18:28:18,2651,bb,4,0,0,NULL,NULL
17519,2007-11-09,18:32:48,2651,bb,4,0,0,NULL,NULL
17520,2007-11-09,18:32:59,2651,bb,4,0,0,NULL,NULL
17521,2007-11-09,18:33:10,2651,bb,4,0,0,NULL,NULL
17522,2007-11-09,18:33:20,2651,bb,4,0,0,NULL,NULL
17523,2007-11-09,18:33:30,2651,bb,4,0,0,NULL,NULL
17524,2007-11-09,18:33:40,2651,bb,4,0,0,NULL,NULL
17525,2007-11-09,18:33:50,2651,bb,4,0,0,NULL,NULL
17526,2007-11-09,18:59:13,2651,bb,4,0,0,NULL,NULL
17527,2007-11-09,19:05:21,2651,bb,4,0,0,NULL,NULL
17528,2007-11-09,19:05:31,2651,bb,4,0,0,NULL,NULL
17529,2007-11-09,19:05:41,2651,bb,4,0,0,NULL,NULL
17530,2007-11-09,19:05:51,2651,bb,4,0,0,NULL,NULL
17531,2007-11-09,19:06:01,2651,bb,4,0,0,NULL,NULL
17532,2007-11-09,19:06:12,2651,bb,4,0,0,NULL,NULL
17533,2007-11-09,19:06:22,2651,bb,4,0,0,NULL,NULL
17534,2007-11-09,19:06:32,2651,bb,4,0,0,NULL,NULL
17535,2007-11-09,20:37:03,2651,bb,4,0,0,NULL,NULL
17536,2007-11-09,20:37:13,2651,bb,4,0,0,NULL,NULL
17537,2007-11-09,20:37:23,2651,bb,4,0,0,NULL,NULL
17538,2007-11-09,20:37:33,2651,bb,4,0,0,NULL,NULL
17539,2007-11-09,20:38:57,2651,bb,4,0,0,NULL,NULL
17540,2007-11-09,20:39:07,2651,bb,4,0,0,NULL,NULL
17541,2007-11-09,20:39:17,2651,bb,4,0,0,NULL,NULL
17542,2007-11-09,20:39:27,2651,bb,4,0,0,NULL,NULL
17543,2007-11-09,20:39:37,2651,bb,4,0,0,NULL,NULL
17544,2007-11-09,20:41:25,2651,bb,4,0,0,NULL,NULL
17545,2007-11-09,20:41:35,2651,bb,4,0,0,NULL,NULL
17546,2007-11-09,20:41:45,2651,bb,4,0,0,NULL,NULL
17547,2007-11-09,20:41:55,2651,bb,4,0,0,NULL,NULL
17548,2007-11-09,20:43:49,2651,bb,4,0,0,NULL,NULL
17549,2007-11-09,20:43:59,2651,bb,4,0,0,NULL,NULL
17550,2007-11-09,20:44:09,2651,bb,4,0,0,NULL,NULL
17551,2007-11-09,20:44:19,2651,bb,4,0,0,NULL,NULL
17552,2007-11-09,20:44:29,2651,bb,4,0,0,NULL,NULL
17553,2007-11-09,20:44:39,2651,bb,4,0,0,NULL,NULL
17554,2007-11-09,20:44:49,2651,bb,4,0,0,NULL,NULL
17555,2007-11-09,20:45:54,2651,bb,4,0,0,NULL,NULL
17556,2007-11-09,20:46:04,2651,bb,4,0,0,NULL,NULL
17557,2007-11-09,20:46:14,2651,bb,4,0,0,NULL,NULL
17558,2007-11-09,20:53:33,2651,bb,4,0,0,NULL,NULL
17559,2007-11-09,20:53:52,2651,bb,4,0,0,NULL,NULL
17560,2007-11-09,20:54:02,2651,bb,4,0,0,NULL,NULL
17561,2007-11-09,21:10:15,2651,bb,4,0,0,NULL,NULL
17562,2007-11-09,21:10:25,2651,bb,4,0,0,NULL,NULL
17563,2007-11-09,21:10:35,2651,bb,4,0,0,NULL,NULL
17564,2007-11-09,21:10:45,2651,bb,4,0,0,NULL,NULL
17565,2007-11-09,21:10:57,2651,bb,4,0,0,NULL,NULL
17566,2007-11-09,22:56:28,2651,bb,4,0,0,NULL,NULL
17567,2007-11-09,22:56:38,2651,bb,4,0,0,NULL,NULL
17568,2007-11-09,22:56:49,2651,bb,4,0,0,NULL,NULL
17569,2007-11-09,22:56:59,2651,bb,4,0,0,NULL,NULL
17570,2007-11-09,22:57:09,2651,bb,4,0,0,NULL,NULL
17571,2007-11-09,23:01:47,2651,bb,4,0,0,NULL,NULL
17572,2007-11-09,23:31:07,2651,bb,4,0,0,NULL,NULL
17573,2007-11-09,23:31:18,2651,bb,4,0,0,NULL,NULL
17574,2007-11-09,23:31:52,2651,bb,4,0,0,NULL,NULL
17575,2007-11-09,23:32:02,2651,bb,4,0,0,NULL,NULL
17576,2007-11-09,23:32:12,2651,bb,4,0,0,NULL,NULL
17577,2007-11-09,23:44:21,2651,bb,4,0,0,NULL,NULL
17578,2007-11-09,23:44:34,2651,bb,4,0,0,NULL,NULL
17579,2007-11-09,23:48:36,2651,bb,4,0,0,NULL,NULL
17580,2007-11-09,23:48:46,2651,bb,4,0,0,NULL,NULL
17581,2007-11-09,23:48:56,2651,bb,4,0,0,NULL,NULL
17582,2007-11-10,02:07:03,2651,bb,4,0,0,NULL,NULL
17583,2007-11-10,02:07:13,2651,bb,4,0,0,NULL,NULL
17584,2007-11-10,02:07:23,2651,bb,4,0,0,NULL,NULL
17585,2007-11-10,02:11:04,2651,bb,4,0,0,NULL,NULL
17586,2007-11-10,02:11:15,2651,bb,4,0,0,NULL,NULL
17587,2007-11-10,02:34:16,2651,bb,4,0,0,NULL,NULL
17588,2007-11-10,02:34:26,2651,bb,4,0,0,NULL,NULL
17589,2007-11-10,02:34:36,2651,bb,4,0,0,NULL,NULL
17590,2007-11-10,02:34:47,2651,bb,4,0,0,NULL,NULL
17591,2007-11-10,02:35:00,2651,bb,4,0,0,NULL,NULL
17592,2007-11-10,03:17:14,2651,bb,4,0,0,NULL,NULL
17593,2007-11-10,03:23:58,2651,bb,4,0,0,NULL,NULL
17594,2007-11-10,03:24:08,2651,bb,4,0,0,NULL,NULL
17595,2007-11-10,03:24:18,2651,bb,4,0,0,NULL,NULL
17596,2007-11-10,03:57:07,2651,bb,4,0,0,NULL,NULL
17597,2007-11-10,03:57:17,2651,bb,4,0,0,NULL,NULL
17598,2007-11-10,03:57:27,2651,bb,4,0,0,NULL,NULL
17599,2007-11-10,03:58:53,2651,bb,4,0,0,NULL,NULL
17600,2007-11-10,04:58:30,2651,bb,4,0,0,NULL,NULL
17601,2007-11-10,04:58:40,2651,bb,4,0,0,NULL,NULL
17602,2007-11-10,04:58:50,2651,bb,4,0,0,NULL,NULL
17603,2007-11-10,04:59:00,2651,bb,4,0,0,NULL,NULL
17604,2007-11-10,04:59:10,2651,bb,4,0,0,NULL,NULL
17605,2007-11-10,05:01:16,2651,bb,4,0,0,NULL,NULL
17606,2007-11-10,05:01:26,2651,bb,4,0,0,NULL,NULL
17607,2007-11-10,05:01:36,2651,bb,4,0,0,NULL,NULL
17608,2007-11-10,05:01:46,2651,bb,4,0,0,NULL,NULL
17609,2007-11-10,05:01:59,2651,bb,4,0,0,NULL,NULL
17610,2007-11-10,05:02:10,2651,bb,4,0,0,NULL,NULL
17611,2007-11-10,05:02:20,2651,bb,4,0,0,NULL,NULL
17612,2007-11-10,05:02:43,2651,bb,4,0,0,NULL,NULL
17613,2007-11-10,05:03:43,2651,bb,4,0,0,NULL,NULL
17614,2007-11-10,05:03:53,2651,bb,4,0,0,NULL,NULL
17615,2007-11-10,05:04:03,2651,bb,4,0,0,NULL,NULL
17616,2007-11-10,05:04:13,2651,bb,4,0,0,NULL,NULL
17617,2007-11-10,05:04:23,2651,bb,4,0,0,NULL,NULL
17618,2007-11-10,05:04:33,2651,bb,4,0,0,NULL,NULL
17619,2007-11-10,05:06:17,2651,bb,4,0,0,NULL,NULL
17620,2007-11-10,13:01:41,2651,bb,4,0,0,NULL,NULL
17621,2007-11-10,17:12:24,2651,bb,4,0,0,NULL,NULL
17622,2007-11-10,17:12:34,2651,bb,4,0,0,NULL,NULL
17623,2007-11-10,17:12:44,2651,bb,4,0,0,NULL,NULL
17624,2007-11-10,17:12:54,2651,bb,4,0,0,NULL,NULL
17625,2007-11-10,17:13:04,2651,bb,4,0,0,NULL,NULL
17626,2007-11-10,17:14:48,2651,bb,4,0,0,NULL,NULL
17627,2007-11-10,17:14:54,2651,bb,4,0,0,NULL,NULL
17628,2007-11-10,17:15:01,2651,bb,4,0,0,NULL,NULL
17629,2007-11-10,17:16:32,2651,bb,4,0,0,NULL,NULL
17630,2007-11-10,17:16:42,2651,bb,4,0,0,NULL,NULL
17631,2007-11-10,17:16:52,2651,bb,4,0,0,NULL,NULL
17632,2007-11-10,17:17:02,2651,bb,4,0,0,NULL,NULL
17633,2007-11-10,17:17:12,2651,bb,4,0,0,NULL,NULL
17634,2007-11-10,17:17:22,2651,bb,4,0,0,NULL,NULL
17635,2007-11-10,17:17:32,2651,bb,4,0,0,NULL,NULL
17636,2007-11-10,17:17:42,2651,bb,4,0,0,NULL,NULL
17637,2007-11-10,17:20:32,2651,bb,4,0,0,NULL,NULL
17638,2007-11-10,17:20:43,2651,bb,4,0,0,NULL,NULL
17639,2007-11-10,17:20:53,2651,bb,4,0,0,NULL,NULL
17640,2007-11-10,17:27:14,2651,bb,4,0,0,NULL,NULL
17641,2007-11-10,17:27:24,2651,bb,4,0,0,NULL,NULL
17642,2007-11-10,17:27:34,2651,bb,4,0,0,NULL,NULL
17643,2007-11-10,17:27:45,2651,bb,4,0,0,NULL,NULL
17644,2007-11-10,17:27:55,2651,bb,4,0,0,NULL,NULL
17645,2007-11-10,17:28:12,2651,bb,4,0,0,NULL,NULL
17646,2007-11-10,17:28:22,2651,bb,4,0,0,NULL,NULL
17647,2007-11-10,17:28:32,2651,bb,4,0,0,NULL,NULL
17648,2007-11-10,17:28:44,2651,bb,4,0,0,NULL,NULL
17649,2007-11-10,17:28:54,2651,bb,4,0,0,NULL,NULL
17650,2007-11-10,17:31:09,2651,bb,4,0,0,NULL,NULL
17651,2007-11-10,17:31:19,2651,bb,4,0,0,NULL,NULL
17652,2007-11-10,17:36:13,2651,bb,4,0,0,NULL,NULL
17653,2007-11-10,17:36:23,2651,bb,4,0,0,NULL,NULL
17654,2007-11-10,17:36:33,2651,bb,4,0,0,NULL,NULL
17655,2007-11-10,17:36:43,2651,bb,4,0,0,NULL,NULL
17656,2007-11-10,17:36:53,2651,bb,4,0,0,NULL,NULL
17657,2007-11-10,17:37:03,2651,bb,4,0,0,NULL,NULL
17658,2007-11-10,17:37:13,2651,bb,4,0,0,NULL,NULL
17659,2007-11-10,17:37:23,2651,bb,4,0,0,NULL,NULL
17660,2007-11-10,17:37:33,2651,bb,4,0,0,NULL,NULL
17661,2007-11-10,17:37:43,2651,bb,4,0,0,NULL,NULL
17662,2007-11-10,17:37:53,2651,bb,4,0,0,NULL,NULL
17663,2007-11-10,17:38:03,2651,bb,4,0,0,NULL,NULL
17664,2007-11-10,17:38:13,2651,bb,4,0,0,NULL,NULL
17665,2007-11-10,17:38:23,2651,bb,4,0,0,NULL,NULL
17666,2007-11-10,17:38:33,2651,bb,4,0,0,NULL,NULL
17667,2007-11-10,17:38:43,2651,bb,4,0,0,NULL,NULL
17668,2007-11-10,17:38:53,2651,bb,4,0,0,NULL,NULL
17669,2007-11-10,17:39:03,2651,bb,4,0,0,NULL,NULL
17670,2007-11-10,17:42:14,2651,bb,4,0,0,NULL,NULL
17671,2007-11-10,17:42:24,2651,bb,4,0,0,NULL,NULL
17672,2007-11-10,17:42:46,2651,bb,4,0,0,NULL,NULL
17673,2007-11-10,17:42:56,2651,bb,4,0,0,NULL,NULL
17674,2007-11-10,17:43:06,2651,bb,4,0,0,NULL,NULL
17675,2007-11-10,17:43:16,2651,bb,4,0,0,NULL,NULL
17676,2007-11-10,17:43:26,2651,bb,4,0,0,NULL,NULL
17677,2007-11-10,17:43:36,2651,bb,4,0,0,NULL,NULL
17678,2007-11-10,17:43:46,2651,bb,4,0,0,NULL,NULL
17679,2007-11-10,17:50:25,2651,bb,4,0,0,NULL,NULL
17680,2007-11-10,17:50:35,2651,bb,4,0,0,NULL,NULL
17681,2007-11-10,17:50:45,2651,bb,4,0,0,NULL,NULL
17682,2007-11-10,17:50:55,2651,bb,4,0,0,NULL,NULL
17683,2007-11-10,17:51:05,2651,bb,4,0,0,NULL,NULL
17684,2007-11-10,17:51:15,2651,bb,4,0,0,NULL,NULL
17685,2007-11-10,17:51:34,2651,bb,4,0,0,NULL,NULL
17686,2007-11-10,17:59:32,2651,bb,4,0,0,NULL,NULL
17687,2007-11-10,17:59:50,2651,bb,4,0,0,NULL,NULL
17688,2007-11-10,18:12:56,2651,bb,4,0,0,NULL,NULL
17689,2007-11-10,18:23:17,2651,bb,4,0,0,NULL,NULL
17690,2007-11-10,18:23:27,2651,bb,4,0,0,NULL,NULL
17691,2007-11-10,18:23:37,2651,bb,4,0,0,NULL,NULL
17692,2007-11-10,18:23:47,2651,bb,4,0,0,NULL,NULL
17693,2007-11-10,18:23:57,2651,bb,4,0,0,NULL,NULL
17694,2007-11-10,18:24:07,2651,bb,4,0,0,NULL,NULL
17695,2007-11-10,18:55:32,2651,bb,4,0,0,NULL,NULL
17696,2007-11-10,18:56:03,2651,bb,4,0,0,NULL,NULL
17697,2007-11-10,18:56:13,2651,bb,4,0,0,NULL,NULL
17698,2007-11-10,18:57:00,2651,bb,4,0,0,NULL,NULL
17699,2007-11-10,18:57:11,2651,bb,4,0,0,NULL,NULL
17700,2007-11-10,18:57:21,2651,bb,4,0,0,NULL,NULL
17701,2007-11-10,18:57:31,2651,bb,4,0,0,NULL,NULL
17702,2007-11-10,18:57:41,2651,bb,4,0,0,NULL,NULL
17703,2007-11-10,18:57:51,2651,bb,4,0,0,NULL,NULL
17704,2007-11-10,18:58:01,2651,bb,4,0,0,NULL,NULL
17705,2007-11-10,18:58:12,2651,bb,4,0,0,NULL,NULL
17706,2007-11-10,18:58:22,2651,bb,4,0,0,NULL,NULL
17707,2007-11-10,18:58:36,2651,bb,4,0,0,NULL,NULL
17708,2007-11-10,19:12:36,2651,bb,4,0,0,NULL,NULL
17709,2007-11-10,19:12:46,2651,bb,4,0,0,NULL,NULL
17710,2007-11-10,19:12:56,2651,bb,4,0,0,NULL,NULL
17711,2007-11-10,19:16:16,2651,bb,4,0,0,NULL,NULL
17712,2007-11-10,19:45:35,2651,bb,4,0,0,NULL,NULL
17713,2007-11-10,19:45:45,2651,bb,4,0,0,NULL,NULL
17714,2007-11-10,19:45:56,2651,bb,4,0,0,NULL,NULL
17715,2007-11-10,19:46:12,2651,bb,4,0,0,NULL,NULL
17716,2007-11-10,19:46:58,2651,bb,4,0,0,NULL,NULL
17717,2007-11-10,19:49:42,2651,bb,4,0,0,NULL,NULL
17718,2007-11-10,19:49:52,2651,bb,4,0,0,NULL,NULL
17719,2007-11-10,19:50:02,2651,bb,4,0,0,NULL,NULL
17720,2007-11-10,19:50:12,2651,bb,4,0,0,NULL,NULL
17721,2007-11-10,19:50:22,2651,bb,4,0,0,NULL,NULL
17722,2007-11-10,19:52:22,2651,bb,4,0,0,NULL,NULL
17723,2007-11-10,19:52:33,2651,bb,4,0,0,NULL,NULL
17724,2007-11-10,19:52:44,2651,bb,4,0,0,NULL,NULL
17725,2007-11-10,19:52:55,2651,bb,4,0,0,NULL,NULL
17726,2007-11-10,19:53:08,2651,bb,4,0,0,NULL,NULL
17727,2007-11-10,19:53:27,2651,bb,4,0,0,NULL,NULL
17728,2007-11-10,19:53:37,2651,bb,4,0,0,NULL,NULL
17729,2007-11-10,19:55:38,2651,bb,4,0,0,NULL,NULL
17730,2007-11-10,19:55:48,2651,bb,4,0,0,NULL,NULL
17731,2007-11-10,19:55:58,2651,bb,4,0,0,NULL,NULL
17732,2007-11-10,19:56:08,2651,bb,4,0,0,NULL,NULL
17733,2007-11-10,19:56:18,2651,bb,4,0,0,NULL,NULL
17734,2007-11-10,21:26:36,2651,bb,4,0,0,NULL,NULL
17735,2007-11-10,21:27:09,2651,bb,4,0,0,NULL,NULL
17736,2007-11-10,21:27:19,2651,bb,4,0,0,NULL,NULL
17737,2007-11-10,21:27:29,2651,bb,4,0,0,NULL,NULL
17738,2007-11-10,21:27:54,2651,bb,4,0,0,NULL,NULL
17739,2007-11-10,21:28:04,2651,bb,4,0,0,NULL,NULL
17740,2007-11-10,21:28:14,2651,bb,4,0,0,NULL,NULL
17741,2007-11-10,21:28:33,2651,bb,4,0,0,NULL,NULL
17742,2007-11-10,21:28:43,2651,bb,4,0,0,NULL,NULL
17743,2007-11-10,21:29:06,2651,bb,4,0,0,NULL,NULL
17744,2007-11-10,21:29:16,2651,bb,4,0,0,NULL,NULL
17745,2007-11-10,21:29:26,2651,bb,4,0,0,NULL,NULL
17746,2007-11-10,21:31:40,2651,bb,4,0,0,NULL,NULL
17747,2007-11-10,21:31:50,2651,bb,4,0,0,NULL,NULL
17748,2007-11-10,21:32:00,2651,bb,4,0,0,NULL,NULL
17749,2007-11-10,21:35:31,2651,bb,4,0,0,NULL,NULL
17750,2007-11-10,21:35:41,2651,bb,4,0,0,NULL,NULL
17751,2007-11-10,21:35:51,2651,bb,4,0,0,NULL,NULL
17752,2007-11-10,21:46:12,2651,bb,4,0,0,NULL,NULL
17753,2007-11-10,21:48:46,2651,bb,4,0,0,NULL,NULL
17754,2007-11-10,21:48:56,2651,bb,4,0,0,NULL,NULL
17755,2007-11-10,21:49:08,2651,bb,4,0,0,NULL,NULL
17756,2007-11-10,21:49:18,2651,bb,4,0,0,NULL,NULL
17757,2007-11-10,21:49:28,2651,bb,4,0,0,NULL,NULL
17758,2007-11-10,21:58:01,2651,bb,4,0,0,NULL,NULL
17759,2007-11-10,21:58:11,2651,bb,4,0,0,NULL,NULL
17760,2007-11-10,21:58:21,2651,bb,4,0,0,NULL,NULL
17761,2007-11-10,21:58:31,2651,bb,4,0,0,NULL,NULL
17762,2007-11-10,21:58:41,2651,bb,4,0,0,NULL,NULL
17763,2007-11-10,22:03:33,2651,bb,4,0,0,NULL,NULL
17764,2007-11-10,22:03:43,2651,bb,4,0,0,NULL,NULL
17765,2007-11-10,22:03:53,2651,bb,4,0,0,NULL,NULL
17766,2007-11-10,22:04:03,2651,bb,4,0,0,NULL,NULL
17767,2007-11-10,22:04:15,2651,bb,4,0,0,NULL,NULL
17768,2007-11-10,22:19:39,2651,bb,4,0,0,NULL,NULL
17769,2007-11-10,22:19:51,2651,bb,4,0,0,NULL,NULL
17770,2007-11-10,22:20:01,2651,bb,4,0,0,NULL,NULL
17771,2007-11-10,22:20:11,2651,bb,4,0,0,NULL,NULL
17772,2007-11-10,23:32:38,2651,bb,4,0,0,NULL,NULL
17773,2007-11-10,23:32:48,2651,bb,4,0,0,NULL,NULL
17774,2007-11-10,23:32:58,2651,bb,4,0,0,NULL,NULL
17775,2007-11-10,23:33:08,2651,bb,4,0,0,NULL,NULL
17776,2007-11-10,23:33:18,2651,bb,4,0,0,NULL,NULL
17777,2007-11-10,23:33:28,2651,bb,4,0,0,NULL,NULL
17778,2007-11-10,23:33:38,2651,bb,4,0,0,NULL,NULL
17779,2007-11-10,23:56:38,2651,bb,4,0,0,NULL,NULL
17780,2007-11-10,23:56:48,2651,bb,4,0,0,NULL,NULL
